Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
"5/06/2018","Shell","Shell Oil","18.86","debit","Gas & Fuel","Quicksilver","",""
"5/06/2018","Amazon","Amazon","3.14","debit","Home","Quicksilver","",""
"5/05/2018","Costco","COSTCO WHSE #1016 ALBUQUERQUE NM","297.45","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"5/05/2018","CVS","CVS","11.81","debit","Pharmacy","Quicksilver","",""
"5/02/2018","Pp Russellresn","PP*RUSSELLRESN","25.00","debit","Hair","Quicksilver","",""
"5/02/2018","Transfer from RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","PAYMENT-PAYOFF  Prin:1.00 Int:0.PAYMENT-PAYOFF Prin:1.00 Int:0.02 Fee:0.00","1.02","credit","Credit Card Payment","IO-Home Eqty LOC Int Only","",""
"5/02/2018","Capital One N","CAPITAL ONE N.A.CAPITALONE","10000.00","debit","Transfer","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"5/02/2018","Transfer to IO-Home Eqty LOC Int Only","WITHDRAWAL","1.02","debit","Credit Card Payment","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"5/02/2018","Withdrawal Cash","WITHDRAWAL-CASH","50.00","debit","Home","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"5/02/2018","Wf Home Mtg","WF HOME MTG     AUTO PAY  050118","971.04","debit","Mortgage","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"4/30/2018","Smith's Food","Smith's Food & Drug Centers","3.99","debit","Groceries","Quicksilver","",""
"4/30/2018","Totavi Travel","TOTAVI TRAVEL CENTER","3.09","debit","Travel","Quicksilver","",""
"4/30/2018","Capital One Retabill","CAPITAL ONE RETABILL PAYMT180430","90.00","debit","Furnishings","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"4/30/2018","Transfer to Quicksilver","CAPITAL ONE     CRCARDPMT 180427","433.83","debit","Credit Card Payment","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"4/30/2018","Inst Xfer","PAYPAL          INST XFER 180428","50.00","debit","Gifts & Donations","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"4/30/2018","Farmers Insurance","FARMERS INS     EFT PYMT  042718","46.15","debit","Auto Insurance","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"4/29/2018","Costco","COSTCO WHSE #1016 ALBUQUERQUE NM","367.97","debit","Groceries","Costco Anywhere Visa® Card by Citi","",""
"4/28/2018","U-Haul","U-HAUL CT RIO RANCHO RIO RANCHO NM","68.87","debit","Home Services","Costco Anywhere Visa® Card by Citi","",""
"4/28/2018","Sprouts Farmers Market Inc.","Sprouts Farmers Market","40.21","debit","Groceries","Quicksilver","",""
"4/28/2018","iTunes","Apple iTunes","11.81","debit","Music","Quicksilver","",""
"4/27/2018","Loan Change Prin","LOC LOAN CHANGE  Prin:0.00 Int:0LOC LOAN CHANGE Prin:0.00 Int:0.00 Fee:0.00","0.00","credit","Transfer","IO-Home Eqty LOC Int Only","",""
"4/27/2018","Presbyterian Heapr","ELECTRONIC DEPOSIT PresbyterianELECTRONIC DEPOSIT Presbyterian HeaPR PAYMENT","2298.62","credit","Paycheck","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"4/27/2018","Transfer from RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","CAPITAL ONE AUTOPAY PYMT AuthDate 04-Apr","433.83","credit","Credit Card Payment","Quicksilver","",""
"4/26/2018","Dairy Queen","DAIRY QUEEN #42692 ALBUQUERQUE NM","4.29","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/26/2018","Pp Russellresn","PP*RUSSELLRESN ALBUQUERQUE NM","25.00","debit","Health & Fitness","Costco Anywhere Visa® Card by Citi","",""
"4/26/2018","Cooper Center Cafe","COOPER CENTER CAFE ALBUQUERQUE NM","2.64","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/24/2018","Amazon","Amazon","32.99","debit","Home","Quicksilver","",""
"4/24/2018","Amazon","Amazon","5.93","debit","Home","Quicksilver","",""
"4/24/2018","State New Mex","STATE OF NEW MEX CHECKPAYMT 0424STATE OF NEW MEX CHECKPAYMT 042418 000000 01~ REF#1188","10.00","debit","Camping","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"4/24/2018","Check 1186","SHARE DRAFT 1186","10.00","debit","Camping","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"4/24/2018","Citi Onlinepayment","CITI CARD ONLINEPAYMENT   180423","2792.91","debit","Credit Card Payment","RA-ESSENTIAL PERSONAL CHECKING ACCOUNT","",""
"4/23/2018","Costco Gas","COSTCO GAS #1016 ALBUQUERQUE NM","56.59","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"4/23/2018","Ivory Dental","IVORY DENTAL LLC ALBUQUERQUE NM","133.05","debit","Dentist","Costco Anywhere Visa® Card by Citi","",""
"4/23/2018","Cooper Cafe","COOPER CENTER CAFE","7.03","debit","Food & Dining","Quicksilver","",""
"4/22/2018","Online Thank You","ONLINE PAYMENT, THANK YOU","2792.91","credit","Credit Card Payment","Costco Anywhere Visa® Card by Citi","",""
"4/22/2018","Phillips 66","PHILLIPS 66 - CLINES CORNCLINES CORNERNM","4.45","debit","Gas & Fuel","Costco Anywhere Visa® Card by Citi","",""
"4/21/2018","Conchas Dam Nm","THE 104 STORE CONCHAS DAM NM","23.71","debit","Vacation","Costco Anywhere Visa® Card by Citi","",""
"4/21/2018","McDonald's","MCDONALD'S F5553 ALBUQUERQUE NM","11.59","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/21/2018","Covenant Eyes","Covenant Eyes","13.49","debit","Internet","Quicksilver","",""
"4/20/2018","Target","TARGET 00020313 ALBUQUERQUE NM","11.05","debit","Shopping","Costco Anywhere Visa® Card by Citi","",""
"4/20/2018","Cooper Center Cafe","COOPER CENTER CAFE ALBUQUERQUE NM","7.98","debit","Restaurants","Costco Anywhere Visa® Card by Citi","",""
"4/20/2018","Microsoft","Microsoft","7.35","debit","Electronics & Software","Quicksilver","",""
"4/19/2018","McDonald's","MCDONALD'S F24370 ALBUQUERQUE NM","5.65","debit","Fast Food","Costco Anywhere Visa® Card by Citi","",""
"4/19/2018","Pp Russellresn Nm","PP*RUSSELLRESN 402-935-2244 NM","25.00","debit","Home Improvement","Costco Anywhere Visa® Card by Citi","",""
"4/19/2018","Healthywage","HealthyWage","10.00","debit","Health & Fitness","Quicksilver","",""
